"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,10903.028,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,10796.793,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,11045.98,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,11525.309,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,11740.059,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,12047.642,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,12172.902,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,12696.383,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,12657.498,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,12424.575,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,12127.923,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,12030.048,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,12049.553,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,12170.472,,
"ESP","Spain","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,12317.413,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1991","1991","USD","US Dollar","0","Units",,,5264.96,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,5213.4658,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,4315.3169,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,3921.6101,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,3596.771,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,3757.7949,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,3460.3921,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,3313.4199,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,4194.2231,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,5013.9409,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,5635.188,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,6305.6899,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,6851.0391,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,7203.6328,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,7585.3252,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,7991.7749,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,8007.124,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,7529.7798,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,7452.7759,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,7345.2349,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,7206.2412,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,6976.4521,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,7057.999,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,7283.0771,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,7856.8091,,
"CZE","Czech Republic","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,8399.0879,,
"DEU","Germany","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,20948.197,,
"DEU","Germany","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,20847.443,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1992","1992","USD","US Dollar","0","Units",,,285.02802,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1993","1993","USD","US Dollar","0","Units",,,577.24902,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1994","1994","USD","US Dollar","0","Units",,,994.13898,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1995","1995","USD","US Dollar","0","Units",,,1242.0699,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1996","1996","USD","US Dollar","0","Units",,,1556.342,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1997","1997","USD","US Dollar","0","Units",,,1643.47,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1998","1998","USD","US Dollar","0","Units",,,1799.22,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","1999","1999","USD","US Dollar","0","Units",,,2120.1919,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2000","2000","USD","US Dollar","0","Units",,,2055.4299,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2202.3081,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2353.7,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2690.825,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,3008.2749,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,2935.2539,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3216.4021,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,4191.6069,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,5404.939,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,6058.2588,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,5923.5762,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,6364.6709,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,6199.5898,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,6093.915,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,6823.498,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,7640.1621,,
"LVA","Latvia","PPP","In 2015 constant prices at 2015 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,7829.6172,,
