"TIME,""GEO"",""SPDEP"",""SPSCHEME"",""UNIT"",""Value"",""Flag and Footnotes"""
"2003,""Estland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""26,10"","""""
"2003,""Estland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""26,10"","""""
"2003,""Estland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Estland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""21,25"","""""
"2003,""Estland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""21,25"","""""
"2003,""Irland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""398,47"","""""
"2003,""Irland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""237,02"","""""
"2003,""Irland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""161,45"","""""
"2003,""Irland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""336,16"","""""
"2003,""Irland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""178,18"","""""
"2003,""Griechenland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""122,90"",""p"""
"2003,""Griechenland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""122,68"",""p"""
"2003,""Griechenland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,22"",""p"""
"2003,""Griechenland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""112,34"",""p"""
"2003,""Griechenland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""112,12"",""p"""
"2003,""Spanien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""462,31"","""""
"2003,""Spanien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""359,59"","""""
"2003,""Spanien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""102,73"","""""
"2003,""Spanien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""404,26"","""""
"2003,""Spanien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""301,99"","""""
"2003,""Frankreich"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""537,13"","""""
"2003,""Frankreich"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""471,66"","""""
"2003,""Frankreich"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""65,47"","""""
"2003,""Frankreich"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""530,60"","""""
"2003,""Frankreich"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""465,27"","""""
"2003,""Kroatien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Kroatien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Kroatien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Kroatien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Kroatien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Italien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""99,65"","""""
"2003,""Italien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""99,65"","""""
"2003,""Italien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Italien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""99,56"","""""
"2003,""Italien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""99,56"","""""
"2003,""Zypern"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""156,47"","""""
"2003,""Zypern"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""156,47"","""""
"2003,""Zypern"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Zypern"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""154,25"","""""
"2003,""Zypern"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""154,25"","""""
"2003,""Lettland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""45,25"","""""
"2003,""Lettland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""45,25"","""""
"2003,""Lettland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Lettland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""42,50"","""""
"2003,""Lettland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""42,50"","""""
"2003,""Litauen"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""29,16"","""""
"2003,""Litauen"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""29,16"","""""
"2003,""Litauen"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Litauen"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""18,28"","""""
"2003,""Litauen"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""18,28"","""""
"2003,""Luxemburg"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""443,44"","""""
"2003,""Luxemburg"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""443,44"","""""
"2003,""Luxemburg"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Luxemburg"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""431,18"","""""
"2003,""Luxemburg"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""431,18"","""""
"2003,""Ungarn"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""79,56"","""""
"2003,""Ungarn"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""63,71"","""""
"2003,""Ungarn"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""15,85"","""""
"2003,""Ungarn"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""68,29"","""""
"2003,""Ungarn"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""52,45"","""""
"2003,""Malta"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""114,29"","""""
"2003,""Malta"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""49,94"","""""
"2003,""Malta"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""64,35"","""""
"2003,""Malta"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""107,37"","""""
"2003,""Malta"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""45,99"","""""
"2003,""Niederlande"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""438,36"","""""
"2003,""Niederlande"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""286,99"","""""
"2003,""Niederlande"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""151,37"","""""
"2003,""Niederlande"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""407,37"","""""
"2003,""Niederlande"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""255,99"","""""
"2003,""Österreich"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""449,47"","""""
"2003,""Österreich"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""370,80"","""""
"2003,""Österreich"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""78,68"","""""
"2003,""Österreich"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""359,83"","""""
"2003,""Österreich"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""281,52"","""""
"2003,""Polen"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""86,40"",""p"""
"2003,""Polen"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""85,19"",""p"""
"2003,""Polen"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""1,21"",""p"""
"2003,""Polen"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""85,16"",""p"""
"2003,""Polen"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""83,95"",""p"""
"2003,""Portugal"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""198,92"","""""
"2003,""Portugal"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""198,52"","""""
"2003,""Portugal"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,40"","""""
"2003,""Portugal"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""198,60"","""""
"2003,""Portugal"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""198,50"","""""
"2003,""Rumänien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""39,72"","""""
"2003,""Rumänien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Rumänien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""39,72"","""""
"2003,""Rumänien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""38,87"","""""
"2003,""Rumänien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Slowenien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""125,55"","""""
"2003,""Slowenien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""119,75"","""""
"2003,""Slowenien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""5,80"","""""
"2003,""Slowenien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""108,80"","""""
"2003,""Slowenien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""102,99"","""""
"2003,""Slowakei"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""127,26"","""""
"2003,""Slowakei"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""127,26"","""""
"2003,""Slowakei"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Slowakei"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""112,08"","""""
"2003,""Slowakei"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""112,08"","""""
"2003,""Finnland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""569,55"","""""
"2003,""Finnland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""434,79"","""""
"2003,""Finnland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""134,76"","""""
"2003,""Finnland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""518,25"","""""
"2003,""Finnland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""383,49"","""""
"2003,""Schweden"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""453,58"","""""
"2003,""Schweden"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""453,58"","""""
"2003,""Schweden"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Schweden"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""385,60"","""""
"2003,""Schweden"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""385,60"","""""
"2003,""Vereinigtes Königreich"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""156,38"","""""
"2003,""Vereinigtes Königreich"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""113,59"","""""
"2003,""Vereinigtes Königreich"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""42,80"","""""
"2003,""Vereinigtes Königreich"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""130,05"","""""
"2003,""Vereinigtes Königreich"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""87,26"","""""
"2003,""Island"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""140,14"","""""
"2003,""Island"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""140,14"","""""
"2003,""Island"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Island"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""120,75"","""""
"2003,""Island"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""120,75"","""""
"2003,""Norwegen"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""253,68"","""""
"2003,""Norwegen"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""253,68"","""""
"2003,""Norwegen"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2003,""Norwegen"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""230,55"","""""
"2003,""Norwegen"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""230,55"","""""
"2003,""Schweiz"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""380,15"","""""
"2003,""Schweiz"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""362,54"","""""
"2003,""Schweiz"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""17,61"","""""
"2003,""Schweiz"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""335,02"","""""
"2003,""Schweiz"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""328,54"","""""
"2003,""Serbien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Serbien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Serbien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Serbien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Serbien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2003,""Türkei"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""2,89"","""""
"2003,""Türkei"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""2,73"","""""
"2003,""Türkei"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,16"","""""
"2003,""Türkei"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""2,52"","""""
"2003,""Türkei"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""2,38"","""""
"2004,""Belgien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""902,09"","""""
"2004,""Belgien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""902,09"","""""
"2004,""Belgien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2004,""Belgien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""888,95"","""""
"2004,""Belgien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""888,95"","""""
"2004,""Bulgarien"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2004,""Bulgarien"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2004,""Bulgarien"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2004,""Bulgarien"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2004,""Bulgarien"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"","":"","""""
"2004,""Tschechische Republik"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""126,56"","""""
"2004,""Tschechische Republik"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""126,56"","""""
"2004,""Tschechische Republik"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2004,""Tschechische Republik"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""120,32"","""""
"2004,""Tschechische Republik"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""120,32"","""""
"2004,""Dänemark"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""721,73"","""""
"2004,""Dänemark"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""721,73"","""""
"2004,""Dänemark"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2004,""Dänemark"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""690,85"","""""
"2004,""Dänemark"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""690,85"","""""
"2004,""Deutschland (bis 1990 früheres Gebiet der BRD)"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""586,99"","""""
"2004,""Deutschland (bis 1990 früheres Gebiet der BRD)"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""392,42"","""""
"2004,""Deutschland (bis 1990 früheres Gebiet der BRD)"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""194,57"","""""
"2004,""Deutschland (bis 1990 früheres Gebiet der BRD)"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""535,52"","""""
"2004,""Deutschland (bis 1990 früheres Gebiet der BRD)"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""342,13"","""""
"2004,""Estland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""26,09"","""""
"2004,""Estland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""26,09"","""""
"2004,""Estland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,00"","""""
"2004,""Estland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""21,49"","""""
"2004,""Estland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""21,49"","""""
"2004,""Irland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""418,50"","""""
"2004,""Irland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""247,39"","""""
"2004,""Irland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""171,11"","""""
"2004,""Irland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""356,69"","""""
"2004,""Irland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""189,10"","""""
"2004,""Griechenland"",""Sozialschutzleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""146,29"",""p"""
"2004,""Griechenland"",""Sozialleistungen ohne Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""145,78"",""p"""
"2004,""Griechenland"",""Sozialleistungen mit Bedürftigkeitsprüfung"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""0,51"",""p"""
"2004,""Griechenland"",""Barleistungen"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""131,37"",""p"""
"2004,""Griechenland"",""Barleistungen (ohne Bedürftigkeitsprüfung)"",""Alle Systeme"",""Kaufkraftstandards (KKS) pro Einwohner"",""130,86"",""p"""
